,Season,1stA,2ndA,3rdA,4thA,FinalA,MLA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,FinalB,MLB,TeamB,Date,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff,winning_name,losing_name
6482,2012,18.0,18.0,26.0,26.0,88.0,600.0,Philadelphia 76ers,V,25.0,28.0,1.0,31.0,21.0,105.0,-800.0,Detroit Pistons,4-23-2012,193.0,179.0,178.5,-10.0,-10.5,-17.0,Detroit Pistons,Philadelphia 76ers
6483,2012,20.0,22.0,16.0,19.0,77.0,2200.0,Atlanta Hawks,V,24.0,28.0,6.0,24.0,20.0,96.0,-3000.0,Boston Celtics,4-23-2012,173.0,188.0,188.5,-15.0,-15.0,-19.0,Boston Celtics,Atlanta Hawks
6484,2012,32.0,17.0,30.0,28.0,107.0,330.0,Denver Nuggets,V,33.0,26.0,2.0,30.0,33.0,122.0,-420.0,Los Angeles Lakers,4-23-2012,229.0,230.0,229.5,-8.0,-8.5,-15.0,Los Angeles Lakers,Denver Nuggets
6485,2012,20.0,20.0,29.0,25.0,94.0,175.0,Orlando Magic,V,28.0,33.0,104.0,19.0,28.0,108.0,-205.0,Toronto Raptors,4-24-2012,202.0,202.0,205.0,-3.5,-4.0,-14.0,Toronto Raptors,Orlando Magic
6486,2012,17.0,16.0,18.0,21.0,72.0,195.0,Cleveland Cavaliers,V,21.0,28.0,96.5,28.0,31.0,108.0,-235.0,Washington Wizards,4-24-2012,180.0,189.5,192.0,-5.0,-5.5,-36.0,Washington Wizards,Cleveland Cavaliers
6487,2012,27.0,17.0,26.0,24.0,94.0,405.0,Houston Rockets,V,23.0,21.0,6.0,32.0,16.0,92.0,-505.0,Utah Jazz,4-24-2012,186.0,181.0,185.5,-8.5,-9.0,2.0,Houston Rockets,Utah Jazz
6488,2012,20.0,20.0,15.0,20.0,75.0,-230.0,Detroit Pistons,V,20.0,24.0,90.0,26.0,25.0,95.0,190.0,Philadelphia 76ers,4-25-2012,170.0,180.0,180.5,4.0,5.0,-20.0,Philadelphia 76ers,Detroit Pistons
6489,2012,16.0,24.0,23.0,24.0,87.0,225.0,New Orleans Pelicans,V,23.0,24.0,1.5,27.0,23.0,97.0,-265.0,Dallas Mavericks,4-25-2012,184.0,195.5,196.0,-4.5,-6.0,-10.0,Dallas Mavericks,New Orleans Pelicans
6490,2012,33.0,28.0,30.0,24.0,115.0,270.0,San Antonio Spurs,V,19.0,28.0,7.5,25.0,27.0,99.0,-320.0,Phoenix Suns,4-25-2012,214.0,193.0,196.5,-5.5,-7.0,16.0,San Antonio Spurs,Phoenix Suns
6491,2012,31.0,17.0,25.0,33.0,106.0,115.0,Orlando Magic,V,26.0,27.0,102.5,21.0,20.0,94.0,-135.0,Toronto Raptors,4-26-2012,200.0,202.0,204.0,-3.0,-2.0,12.0,Orlando Magic,Toronto Raptors
6492,2012,23.0,30.0,30.0,19.0,102.0,110.0,Los Angeles Lakers,V,20.0,26.0,2.5,18.0,20.0,84.0,-130.0,Denver Nuggets,4-26-2012,186.0,230.0,230.0,-0.0,-2.0,18.0,Los Angeles Lakers,Denver Nuggets
6493,2012,26.0,30.0,18.0,19.0,93.0,-450.0,Boston Celtics,V,32.0,24.0,96.5,28.0,18.0,102.0,370.0,Atlanta Hawks,4-26-2012,195.0,187.0,189.0,8.0,8.5,-9.0,Atlanta Hawks,Boston Celtics
6494,2012,23.0,15.0,23.0,21.0,82.0,450.0,Houston Rockets,V,21.0,25.0,3.0,20.0,20.0,86.0,-550.0,Utah Jazz,4-26-2012,168.0,185.0,186.0,-9.0,-9.0,-4.0,Utah Jazz,Houston Rockets
6495,2012,24.0,30.0,26.0,20.0,100.0,180.0,Cleveland Cavaliers,V,28.0,16.0,5.5,29.0,24.0,97.0,-220.0,Washington Wizards,4-27-2012,197.0,190.0,189.5,-4.5,-5.0,3.0,Cleveland Cavaliers,Washington Wizards
6496,2012,13.0,30.0,22.0,21.0,86.0,145.0,San Antonio Spurs,V,34.0,31.0,100.0,28.0,12.0,105.0,-165.0,Phoenix Suns,4-27-2012,191.0,198.0,201.0,-5.5,-3.5,-19.0,Phoenix Suns,San Antonio Spurs
6497,2012,19.0,17.0,34.0,23.0,93.0,-260.0,Detroit Pistons,V,25.0,21.0,89.5,16.0,22.0,84.0,220.0,Philadelphia 76ers,4-27-2012,177.0,180.0,179.5,5.0,5.5,9.0,Detroit Pistons,Philadelphia 76ers
6498,2012,23.0,25.0,28.0,21.0,97.0,170.0,New Orleans Pelicans,V,30.0,14.0,5.0,22.0,18.0,84.0,-200.0,Dallas Mavericks,4-27-2012,181.0,195.0,196.5,-6.0,-4.5,13.0,New Orleans Pelicans,Dallas Mavericks
6499,2012,26.0,24.0,18.0,24.0,92.0,290.0,Toronto Raptors,V,22.0,27.0,5.0,25.0,28.0,102.0,-350.0,Orlando Magic,4-28-2012,194.0,203.0,203.5,-7.0,-7.0,-10.0,Orlando Magic,Toronto Raptors
6500,2012,24.0,24.0,27.0,17.0,92.0,-460.0,Boston Celtics,V,29.0,22.0,93.5,14.0,32.0,97.0,380.0,Atlanta Hawks,4-28-2012,189.0,191.5,188.0,8.5,9.0,-5.0,Atlanta Hawks,Boston Celtics
6501,2012,32.0,32.0,15.0,28.0,107.0,-190.0,Los Angeles Lakers,V,23.0,31.0,1.0,23.0,24.0,101.0,160.0,Denver Nuggets,4-28-2012,208.0,228.0,224.5,3.0,4.0,6.0,Los Angeles Lakers,Denver Nuggets
6502,2012,21.0,21.0,17.0,22.0,81.0,500.0,Philadelphia 76ers,V,35.0,19.0,2.5,25.0,19.0,98.0,-625.0,Detroit Pistons,4-29-2012,179.0,178.0,179.0,-9.0,-10.0,-17.0,Detroit Pistons,Philadelphia 76ers
6503,2012,22.0,17.0,24.0,31.0,94.0,270.0,Dallas Mavericks,V,28.0,26.0,97.0,17.0,28.0,99.0,-320.0,New Orleans Pelicans,4-29-2012,193.0,193.0,195.5,-6.0,-7.0,-5.0,New Orleans Pelicans,Dallas Mavericks
6504,2012,16.0,16.0,23.0,14.0,69.0,100.0,Utah Jazz,V,18.0,25.0,92.5,31.0,21.0,95.0,-120.0,Houston Rockets,4-29-2012,164.0,183.5,182.5,-1.0,-1.0,-26.0,Houston Rockets,Utah Jazz
6505,2012,26.0,19.0,27.0,15.0,87.0,180.0,Phoenix Suns,V,30.0,24.0,0.0,15.0,23.0,92.0,-210.0,San Antonio Spurs,4-29-2012,179.0,199.0,198.5,-4.5,-5.0,-5.0,San Antonio Spurs,Phoenix Suns
6506,2012,19.0,24.0,21.0,21.0,85.0,1250.0,Atlanta Hawks,V,27.0,31.0,5.0,23.0,29.0,110.0,-2100.0,Boston Celtics,4-30-2012,195.0,188.0,187.0,-14.5,-14.5,-25.0,Boston Celtics,Atlanta Hawks
6507,2012,23.0,22.0,24.0,19.0,88.0,190.0,Washington Wizards,V,16.0,27.0,5.0,22.0,22.0,87.0,-230.0,Cleveland Cavaliers,4-30-2012,175.0,192.0,191.5,-4.0,-5.0,1.0,Washington Wizards,Cleveland Cavaliers
6508,2012,30.0,21.0,28.0,21.0,100.0,-210.0,Detroit Pistons,V,12.0,21.0,3.0,18.0,26.0,77.0,180.0,Philadelphia 76ers,5-01-2012,177.0,178.0,177.5,5.5,5.0,23.0,Detroit Pistons,Philadelphia 76ers
6509,2012,32.0,18.0,32.0,18.0,100.0,-450.0,Boston Celtics,V,20.0,29.0,93.5,30.0,24.0,103.0,370.0,Atlanta Hawks,5-02-2012,203.0,189.0,188.5,8.0,9.0,-3.0,Atlanta Hawks,Boston Celtics
6510,2012,27.0,29.0,23.0,26.0,105.0,125.0,Cleveland Cavaliers,V,31.0,17.0,4.0,16.0,24.0,88.0,-145.0,Washington Wizards,5-02-2012,193.0,187.5,186.5,-4.0,-2.5,17.0,Cleveland Cavaliers,Washington Wizards
6511,2012,22.0,32.0,11.0,26.0,91.0,300.0,Houston Rockets,V,32.0,26.0,3.5,27.0,28.0,113.0,-360.0,Utah Jazz,5-02-2012,204.0,181.0,181.0,-8.0,-7.5,-22.0,Utah Jazz,Houston Rockets
6512,2012,27.0,22.0,17.0,16.0,82.0,140.0,San Antonio Spurs,V,23.0,22.0,2.5,29.0,27.0,101.0,-160.0,New Orleans Pelicans,5-03-2012,183.0,183.0,183.0,-3.5,-3.5,-19.0,New Orleans Pelicans,San Antonio Spurs
6513,2012,22.0,20.0,16.0,14.0,72.0,240.0,Orlando Magic,V,22.0,21.0,3.5,22.0,26.0,91.0,-290.0,Detroit Pistons,5-03-2012,163.0,187.5,190.0,-6.0,-6.5,-19.0,Detroit Pistons,Orlando Magic
6514,2012,16.0,10.0,17.0,22.0,65.0,1250.0,Atlanta Hawks,V,27.0,17.0,4.5,35.0,20.0,99.0,-2100.0,Boston Celtics,5-04-2012,164.0,190.0,189.5,-15.0,-15.0,-34.0,Boston Celtics,Atlanta Hawks
6515,2012,24.0,17.0,31.0,26.0,98.0,315.0,Utah Jazz,V,25.0,29.0,1.0,25.0,30.0,109.0,-375.0,Los Angeles Lakers,5-04-2012,207.0,213.5,213.5,-7.0,-8.5,-11.0,Los Angeles Lakers,Utah Jazz
6516,2012,29.0,11.0,36.0,17.0,93.0,220.0,Orlando Magic,V,29.0,21.0,0.5,28.0,22.0,100.0,-260.0,Detroit Pistons,5-05-2012,193.0,185.0,185.0,-5.5,-6.5,-7.0,Detroit Pistons,Orlando Magic
6517,2012,23.0,20.0,18.0,23.0,84.0,130.0,San Antonio Spurs,V,22.0,20.0,2.5,36.0,24.0,102.0,-150.0,New Orleans Pelicans,5-05-2012,186.0,182.0,184.0,-2.5,-3.0,-18.0,New Orleans Pelicans,San Antonio Spurs
6518,2012,15.0,22.0,15.0,20.0,72.0,475.0,Cleveland Cavaliers,V,25.0,16.0,5.5,12.0,23.0,76.0,-625.0,Boston Celtics,5-06-2012,148.0,184.0,181.0,-9.0,-10.0,-4.0,Boston Celtics,Cleveland Cavaliers
6519,2012,18.0,31.0,34.0,27.0,110.0,250.0,Utah Jazz,V,33.0,30.0,107.0,30.0,27.0,120.0,-300.0,Los Angeles Lakers,5-07-2012,230.0,211.0,210.5,-8.0,-6.5,-10.0,Los Angeles Lakers,Utah Jazz
6520,2012,16.0,26.0,27.0,17.0,86.0,190.0,Detroit Pistons,V,30.0,24.0,1.5,19.0,38.0,111.0,-230.0,Orlando Magic,5-07-2012,197.0,186.0,187.0,-3.5,-5.0,-25.0,Orlando Magic,Detroit Pistons
6521,2012,24.0,12.0,15.0,22.0,73.0,340.0,Cleveland Cavaliers,V,17.0,27.0,3.0,26.0,19.0,89.0,-440.0,Boston Celtics,5-08-2012,162.0,177.0,177.5,-8.5,-8.5,-16.0,Boston Celtics,Cleveland Cavaliers
6522,2012,23.0,33.0,22.0,21.0,99.0,290.0,New Orleans Pelicans,V,21.0,33.0,5.0,29.0,27.0,110.0,-350.0,San Antonio Spurs,5-08-2012,209.0,183.0,183.0,-6.5,-7.0,-11.0,San Antonio Spurs,New Orleans Pelicans
6523,2012,23.0,20.0,29.0,27.0,99.0,180.0,Los Angeles Lakers,V,23.0,29.0,108.0,27.0,25.0,104.0,-210.0,Utah Jazz,5-09-2012,203.0,215.0,214.5,-4.0,-5.0,-5.0,Utah Jazz,Los Angeles Lakers
6524,2012,21.0,23.0,26.0,20.0,90.0,210.0,Detroit Pistons,V,27.0,28.0,95.0,15.0,19.0,89.0,-250.0,Orlando Magic,5-10-2012,179.0,187.0,188.0,-4.0,-5.5,1.0,Detroit Pistons,Orlando Magic
6525,2012,13.0,22.0,28.0,21.0,84.0,105.0,Boston Celtics,V,32.0,20.0,91.0,27.0,29.0,108.0,-125.0,Cleveland Cavaliers,5-10-2012,192.0,175.5,180.5,-1.0,-2.0,-24.0,Cleveland Cavaliers,Boston Celtics
6526,2012,21.0,34.0,20.0,33.0,115.0,110.0,Los Angeles Lakers,V,31.0,24.0,107.5,24.0,29.0,123.0,-130.0,Utah Jazz,5-11-2012,238.0,210.5,211.0,-5.0,1.5,-8.0,Utah Jazz,Los Angeles Lakers
6527,2012,22.0,20.0,19.0,19.0,80.0,175.0,New Orleans Pelicans,V,24.0,31.0,95.5,30.0,15.0,100.0,-210.0,San Antonio Spurs,5-11-2012,180.0,186.0,189.0,-5.5,-5.0,-20.0,San Antonio Spurs,New Orleans Pelicans
6528,2012,21.0,22.0,22.0,12.0,77.0,105.0,Boston Celtics,V,23.0,22.0,0.5,23.0,20.0,88.0,-125.0,Cleveland Cavaliers,5-12-2012,165.0,185.5,181.0,-7.0,-2.0,-11.0,Cleveland Cavaliers,Boston Celtics
6529,2012,20.0,21.0,27.0,18.0,86.0,210.0,Orlando Magic,V,20.0,27.0,1.0,18.0,26.0,91.0,-250.0,Detroit Pistons,5-13-2012,177.0,185.5,186.5,-7.0,-6.0,-5.0,Detroit Pistons,Orlando Magic
6530,2012,23.0,24.0,11.0,21.0,79.0,165.0,San Antonio Spurs,V,21.0,23.0,4.5,28.0,29.0,101.0,-190.0,New Orleans Pelicans,5-13-2012,180.0,186.5,186.5,-3.5,-5.0,-22.0,New Orleans Pelicans,San Antonio Spurs
6531,2012,23.0,23.0,17.0,26.0,89.0,370.0,Cleveland Cavaliers,V,18.0,25.0,8.0,29.0,24.0,96.0,-470.0,Boston Celtics,5-14-2012,185.0,177.0,176.5,-8.5,-9.0,-7.0,Boston Celtics,Cleveland Cavaliers
6532,2012,26.0,28.0,27.0,23.0,104.0,350.0,Utah Jazz,V,29.0,32.0,2.5,20.0,30.0,111.0,-450.0,Los Angeles Lakers,5-14-2012,215.0,214.0,212.0,-8.0,-8.0,-7.0,Los Angeles Lakers,Utah Jazz
6533,2012,24.0,27.0,12.0,17.0,80.0,250.0,New Orleans Pelicans,V,36.0,22.0,1.0,20.0,21.0,99.0,-300.0,San Antonio Spurs,5-15-2012,179.0,184.0,184.5,-6.5,-6.5,-19.0,San Antonio Spurs,New Orleans Pelicans
6534,2012,18.0,15.0,17.0,19.0,69.0,125.0,Boston Celtics,V,18.0,24.0,88.5,17.0,15.0,74.0,-145.0,Cleveland Cavaliers,5-16-2012,143.0,179.0,178.5,-3.0,-2.5,-5.0,Cleveland Cavaliers,Boston Celtics
6535,2012,33.0,29.0,24.0,22.0,108.0,155.0,Los Angeles Lakers,V,20.0,23.0,6.0,27.0,35.0,105.0,-175.0,Utah Jazz,5-16-2012,213.0,213.0,212.5,-3.5,-4.0,3.0,Los Angeles Lakers,Utah Jazz
6536,2012,13.0,27.0,28.0,24.0,92.0,345.0,Cleveland Cavaliers,V,18.0,32.0,2.5,23.0,24.0,97.0,-430.0,Boston Celtics,5-18-2012,189.0,175.0,172.5,-7.5,-8.0,-5.0,Boston Celtics,Cleveland Cavaliers
6537,2012,23.0,28.0,20.0,20.0,91.0,165.0,San Antonio Spurs,V,20.0,22.0,6.0,14.0,26.0,82.0,-190.0,New Orleans Pelicans,5-19-2012,173.0,182.5,184.0,-2.0,-4.5,9.0,San Antonio Spurs,New Orleans Pelicans
6538,2012,17.0,23.0,17.0,22.0,79.0,170.0,Detroit Pistons,V,22.0,19.0,3.0,28.0,19.0,88.0,-200.0,Boston Celtics,5-20-2012,167.0,174.0,173.0,-4.5,-4.5,-9.0,Boston Celtics,Detroit Pistons
6539,2012,27.0,24.0,21.0,13.0,85.0,290.0,San Antonio Spurs,V,24.0,19.0,7.0,22.0,24.0,89.0,-350.0,Los Angeles Lakers,5-21-2012,174.0,197.5,195.5,-6.5,-7.5,-4.0,Los Angeles Lakers,San Antonio Spurs
6540,2012,18.0,32.0,28.0,25.0,103.0,175.0,Detroit Pistons,V,20.0,23.0,5.0,26.0,28.0,97.0,-210.0,Boston Celtics,5-22-2012,200.0,172.0,173.5,-4.0,-4.5,6.0,Detroit Pistons,Boston Celtics
6541,2012,16.0,21.0,20.0,14.0,71.0,240.0,San Antonio Spurs,V,21.0,25.0,1.0,28.0,27.0,101.0,-280.0,Los Angeles Lakers,5-23-2012,172.0,193.5,194.0,-7.0,-6.5,-30.0,Los Angeles Lakers,San Antonio Spurs
6542,2012,25.0,25.0,23.0,21.0,94.0,180.0,Boston Celtics,V,17.0,15.0,7.5,23.0,25.0,80.0,-220.0,Detroit Pistons,5-24-2012,174.0,175.0,176.0,-5.0,-5.0,14.0,Boston Celtics,Detroit Pistons
6543,2012,24.0,15.0,18.0,27.0,84.0,220.0,Los Angeles Lakers,V,21.0,28.0,0.0,20.0,34.0,103.0,-260.0,San Antonio Spurs,5-25-2012,187.0,192.0,193.5,-5.5,-5.5,-19.0,San Antonio Spurs,Los Angeles Lakers
6544,2012,17.0,22.0,19.0,17.0,75.0,210.0,Boston Celtics,V,22.0,21.0,2.5,22.0,29.0,94.0,-250.0,Detroit Pistons,5-26-2012,169.0,175.0,176.5,-6.0,-6.0,-19.0,Detroit Pistons,Boston Celtics
6545,2012,28.0,25.0,24.0,16.0,93.0,140.0,Los Angeles Lakers,V,23.0,24.0,4.0,23.0,21.0,91.0,-160.0,San Antonio Spurs,5-27-2012,184.0,192.0,193.0,-4.5,-3.5,2.0,Los Angeles Lakers,San Antonio Spurs
6546,2012,23.0,23.0,25.0,31.0,102.0,250.0,Detroit Pistons,V,23.0,29.0,2.0,32.0,22.0,106.0,-300.0,Boston Celtics,5-28-2012,208.0,173.0,174.0,-5.5,-6.5,-4.0,Boston Celtics,Detroit Pistons
6547,2012,28.0,20.0,15.0,29.0,92.0,330.0,San Antonio Spurs,V,15.0,27.0,9.0,22.0,36.0,100.0,-420.0,Los Angeles Lakers,5-29-2012,192.0,190.5,193.5,-7.5,-7.5,-8.0,Los Angeles Lakers,San Antonio Spurs
6548,2012,24.0,16.0,20.0,29.0,89.0,180.0,Boston Celtics,V,21.0,16.0,5.5,31.0,13.0,81.0,-220.0,Detroit Pistons,5-30-2012,170.0,175.5,175.5,-6.0,-5.0,8.0,Boston Celtics,Detroit Pistons
6549,2012,21.0,30.0,22.0,15.0,88.0,140.0,Los Angeles Lakers,V,23.0,23.0,3.0,31.0,21.0,98.0,-160.0,Boston Celtics,6-05-2012,186.0,195.0,191.5,-3.0,-3.5,-10.0,Boston Celtics,Los Angeles Lakers
6550,2012,22.0,20.0,19.0,41.0,102.0,-128.0,Los Angeles Lakers,V,20.0,34.0,96.5,29.0,25.0,108.0,108.0,Boston Celtics,6-08-2012,210.0,190.0,192.0,-2.0,1.5,-6.0,Boston Celtics,Los Angeles Lakers
6551,2012,20.0,17.0,25.0,19.0,81.0,425.0,Boston Celtics,V,20.0,23.0,4.0,17.0,27.0,87.0,-550.0,Los Angeles Lakers,6-10-2012,168.0,195.5,195.5,-9.5,-9.0,-6.0,Los Angeles Lakers,Boston Celtics
6552,2012,14.0,26.0,31.0,26.0,97.0,275.0,Boston Celtics,V,35.0,23.0,96.5,15.0,18.0,91.0,-355.0,Los Angeles Lakers,6-12-2012,188.0,192.0,191.5,-8.0,-7.5,6.0,Boston Celtics,Los Angeles Lakers
6553,2012,22.0,30.0,18.0,28.0,98.0,255.0,Boston Celtics,V,39.0,16.0,4.0,24.0,24.0,103.0,-305.0,Los Angeles Lakers,6-15-2012,201.0,190.5,193.0,-7.5,-7.5,-5.0,Los Angeles Lakers,Boston Celtics
6554,2012,20.0,15.0,25.0,32.0,92.0,170.0,Los Angeles Lakers,V,24.0,34.0,95.0,31.0,42.0,131.0,-200.0,Boston Celtics,6-17-2012,223.0,192.0,190.0,-3.5,-4.5,-39.0,Boston Celtics,Los Angeles Lakers
6555,2013,26.0,23.0,28.0,20.0,97.0,900.0,Portland Trail Blazers,V,29.0,30.0,5.0,22.0,25.0,106.0,-1400.0,San Antonio Spurs,10-30-2012,203.0,184.0,189.5,-12.5,-13.0,-9.0,San Antonio Spurs,Portland Trail Blazers
6556,2013,28.0,34.0,24.0,31.0,117.0,100.0,Utah Jazz,V,30.0,21.0,3.0,21.0,24.0,96.0,-120.0,Golden State Warriors,10-30-2012,213.0,214.5,212.0,-3.0,-1.0,21.0,Utah Jazz,Golden State Warriors
6557,2013,16.0,27.0,27.0,25.0,95.0,-230.0,Houston Rockets,V,25.0,18.0,99.0,19.0,31.0,93.0,190.0,Los Angeles Lakers,10-30-2012,188.0,191.0,199.0,2.5,5.0,2.0,Houston Rockets,Los Angeles Lakers
6558,2013,22.0,28.0,17.0,30.0,97.0,255.0,Philadelphia 76ers,V,24.0,34.0,2.0,23.0,25.0,106.0,-305.0,Toronto Raptors,10-31-2012,203.0,190.0,191.0,-6.5,-6.5,-9.0,Toronto Raptors,Philadelphia 76ers
6559,2013,23.0,22.0,25.0,33.0,110.0,-125.0,Washington Wizards,V,28.0,20.0,105.0,22.0,33.0,119.0,105.0,Indiana Pacers,10-31-2012,229.0,200.0,203.5,-1.5,1.5,-9.0,Indiana Pacers,Washington Wizards
6560,2013,24.0,22.0,16.0,21.0,83.0,245.0,Milwaukee Bucks,V,24.0,24.0,3.5,35.0,19.0,102.0,-295.0,Orlando Magic,10-31-2012,185.0,198.5,197.0,-8.0,-6.5,-19.0,Orlando Magic,Milwaukee Bucks
6561,2013,21.0,20.0,32.0,23.0,103.0,105.0,Chicago Bulls,V,25.0,31.0,94.0,18.0,22.0,112.0,-125.0,Brooklyn Nets,10-31-2012,215.0,188.0,186.0,-2.0,-1.5,-9.0,Brooklyn Nets,Chicago Bulls
6562,2013,29.0,25.0,24.0,14.0,92.0,-140.0,Dallas Mavericks,V,15.0,19.0,4.0,25.0,15.0,74.0,120.0,Cleveland Cavaliers,10-31-2012,166.0,186.0,184.0,3.0,2.5,18.0,Dallas Mavericks,Cleveland Cavaliers
6563,2013,23.0,29.0,27.0,25.0,104.0,-250.0,San Antonio Spurs,V,26.0,26.0,99.5,30.0,19.0,101.0,210.0,Memphis Grizzlies,10-31-2012,205.0,198.0,201.0,7.0,6.5,3.0,San Antonio Spurs,Memphis Grizzlies
6564,2013,24.0,18.0,19.0,29.0,90.0,425.0,Sacramento Kings,V,29.0,28.0,1.5,30.0,17.0,104.0,-525.0,New Orleans Pelicans,10-31-2012,194.0,193.0,190.5,-10.0,-9.5,-14.0,New Orleans Pelicans,Sacramento Kings
6565,2013,31.0,27.0,23.0,22.0,103.0,625.0,Oklahoma City Thunder,V,35.0,24.0,6.5,27.0,34.0,120.0,-825.0,Denver Nuggets,10-31-2012,223.0,213.0,217.5,-10.5,-11.5,-17.0,Denver Nuggets,Oklahoma City Thunder
6566,2013,26.0,22.0,18.0,25.0,91.0,-190.0,Detroit Pistons,V,22.0,20.0,89.5,20.0,18.0,80.0,160.0,Miami Heat,11-01-2012,171.0,181.0,178.5,4.0,4.0,11.0,Detroit Pistons,Miami Heat
6567,2013,24.0,33.0,21.0,28.0,106.0,140.0,Houston Rockets,V,29.0,20.0,3.5,17.0,29.0,95.0,-160.0,Utah Jazz,11-01-2012,201.0,191.0,193.0,-3.5,-3.0,11.0,Houston Rockets,Utah Jazz
6568,2013,27.0,28.0,24.0,27.0,106.0,-725.0,Phoenix Suns,V,26.0,32.0,112.5,24.0,17.0,99.0,575.0,Oklahoma City Thunder,11-01-2012,205.0,223.0,224.5,9.0,12.0,7.0,Phoenix Suns,Oklahoma City Thunder
6569,2013,18.0,31.0,20.0,30.0,99.0,150.0,Milwaukee Bucks,V,24.0,22.0,4.0,25.0,31.0,102.0,-170.0,Charlotte Hornets,11-02-2012,201.0,200.0,196.5,-2.5,-4.0,-3.0,Charlotte Hornets,Milwaukee Bucks
6570,2013,28.0,36.0,27.0,25.0,116.0,150.0,Detroit Pistons,V,30.0,25.0,4.5,23.0,14.0,92.0,-170.0,Orlando Magic,11-02-2012,208.0,184.0,183.5,-2.5,-4.0,24.0,Detroit Pistons,Orlando Magic
6571,2013,22.0,25.0,18.0,20.0,85.0,235.0,Miami Heat,V,24.0,24.0,4.0,20.0,19.0,87.0,-275.0,Indiana Pacers,11-02-2012,172.0,186.5,192.0,-6.5,-6.5,-2.0,Indiana Pacers,Miami Heat
6572,2013,21.0,35.0,24.0,26.0,106.0,155.0,Toronto Raptors,V,21.0,20.0,6.0,12.0,16.0,69.0,-175.0,Brooklyn Nets,11-02-2012,175.0,192.5,193.5,-5.0,-4.0,37.0,Toronto Raptors,Brooklyn Nets
6573,2013,19.0,20.0,30.0,25.0,94.0,-250.0,Dallas Mavericks,V,29.0,17.0,94.5,22.0,33.0,101.0,210.0,Atlanta Hawks,11-02-2012,195.0,192.0,191.0,6.0,5.5,-7.0,Atlanta Hawks,Dallas Mavericks
6574,2013,34.0,20.0,26.0,26.0,106.0,210.0,New York Knicks,V,32.0,23.0,4.0,20.0,35.0,110.0,-250.0,Cleveland Cavaliers,11-02-2012,216.0,186.5,186.0,-7.5,-6.0,-4.0,Cleveland Cavaliers,New York Knicks
6575,2013,18.0,18.0,21.0,26.0,83.0,285.0,Washington Wizards,V,21.0,37.0,105.0,21.0,24.0,103.0,-335.0,Boston Celtics,11-02-2012,186.0,208.0,205.5,-6.0,-7.5,-20.0,Boston Celtics,Washington Wizards
6576,2013,21.0,28.0,15.0,29.0,93.0,275.0,Portland Trail Blazers,V,31.0,26.0,2.0,30.0,26.0,113.0,-325.0,New Orleans Pelicans,11-02-2012,206.0,192.0,203.0,-8.0,-7.5,-20.0,New Orleans Pelicans,Portland Trail Blazers
6577,2013,21.0,28.0,25.0,25.0,99.0,-375.0,Denver Nuggets,V,27.0,25.0,104.0,25.0,14.0,91.0,315.0,Minnesota Timberwolves,11-02-2012,190.0,209.0,208.5,8.5,7.5,8.0,Denver Nuggets,Minnesota Timberwolves
6578,2013,28.0,14.0,29.0,25.0,96.0,400.0,Philadelphia 76ers,V,20.0,21.0,7.0,20.0,24.0,85.0,-500.0,Chicago Bulls,11-02-2012,181.0,189.0,190.0,-9.5,-9.5,11.0,Philadelphia 76ers,Chicago Bulls
6579,2013,10.0,13.0,31.0,26.0,80.0,1200.0,Sacramento Kings,V,17.0,33.0,2.0,21.0,25.0,96.0,-2000.0,San Antonio Spurs,11-02-2012,176.0,190.5,191.0,-14.5,-14.5,-16.0,San Antonio Spurs,Sacramento Kings
6580,2013,33.0,30.0,32.0,24.0,119.0,365.0,Los Angeles Lakers,V,20.0,30.0,9.0,17.0,31.0,98.0,-435.0,Phoenix Suns,11-02-2012,217.0,217.0,215.5,-10.0,-8.0,21.0,Los Angeles Lakers,Phoenix Suns
6581,2013,27.0,34.0,29.0,24.0,114.0,105.0,Golden State Warriors,V,35.0,26.0,1.5,31.0,28.0,120.0,-125.0,Los Angeles Clippers,11-02-2012,234.0,209.0,211.0,-2.0,-1.5,-6.0,Los Angeles Clippers,Golden State Warriors
6582,2013,17.0,21.0,29.0,26.0,93.0,-150.0,Brooklyn Nets,V,19.0,15.0,94.5,23.0,31.0,88.0,130.0,Philadelphia 76ers,11-03-2012,181.0,186.5,186.5,2.5,3.0,5.0,Brooklyn Nets,Philadelphia 76ers
6583,2013,19.0,31.0,14.0,30.0,94.0,110.0,Orlando Magic,V,18.0,24.0,2.5,25.0,15.0,82.0,-130.0,Washington Wizards,11-03-2012,176.0,199.0,197.5,-2.0,-1.0,12.0,Orlando Magic,Washington Wizards
6584,2013,40.0,32.0,22.0,27.0,121.0,180.0,Indiana Pacers,V,31.0,30.0,5.5,26.0,24.0,111.0,-220.0,Memphis Grizzlies,11-03-2012,232.0,211.5,211.5,-4.5,-5.5,10.0,Indiana Pacers,Memphis Grizzlies
6585,2013,19.0,16.0,13.0,24.0,72.0,-175.0,Chicago Bulls,V,20.0,12.0,95.0,24.0,22.0,78.0,155.0,Milwaukee Bucks,11-03-2012,150.0,193.5,193.0,2.5,4.0,-6.0,Milwaukee Bucks,Chicago Bulls
