Season,TeamName,BoxscoreIndex,rollingGames
2011,Denver Nuggets,201010270DEN,1.0
2011,Denver Nuggets,201010290NOH,2.0
2011,Denver Nuggets,201010300HOU,3.0
2011,Denver Nuggets,201011030DEN,2.0
2011,Denver Nuggets,201011050DEN,2.0
2011,Denver Nuggets,201011060DAL,3.0
2011,Denver Nuggets,201011080CHI,3.0
2011,Denver Nuggets,201011090IND,4.0
2011,Denver Nuggets,201011110DEN,3.0
2011,Denver Nuggets,201011150PHO,2.0
2011,Denver Nuggets,201011160DEN,2.0
2011,Denver Nuggets,201011180POR,3.0
2011,Denver Nuggets,201011200DEN,3.0
2011,Denver Nuggets,201011220GSW,3.0
2011,Denver Nuggets,201011260DEN,2.0
2011,Denver Nuggets,201011280DEN,2.0
2011,Denver Nuggets,201012010DEN,2.0
2011,Denver Nuggets,201012030DEN,2.0
2011,Denver Nuggets,201012050DEN,3.0
2011,Denver Nuggets,201012070CHA,3.0
2011,Denver Nuggets,201012080BOS,3.0
2011,Denver Nuggets,201012100TOR,3.0
2011,Denver Nuggets,201012120NYK,3.0
2011,Denver Nuggets,201012140DEN,3.0
2011,Denver Nuggets,201012160DEN,3.0
2011,Denver Nuggets,201012180DEN,3.0
2011,Denver Nuggets,201012220SAS,2.0
2011,Denver Nuggets,201012250OKC,2.0
2011,Denver Nuggets,201012260DEN,3.0
2011,Denver Nuggets,201012280DEN,3.0
2011,Denver Nuggets,201012290MIN,4.0
2011,Denver Nuggets,201101010DEN,3.0
2011,Denver Nuggets,201101030DEN,2.0
2011,Denver Nuggets,201101050LAC,3.0
2011,Denver Nuggets,201101060SAC,3.0
2011,Denver Nuggets,201101090DEN,3.0
2011,Denver Nuggets,201101110DEN,2.0
2011,Denver Nuggets,201101130DEN,3.0
2011,Denver Nuggets,201101150DEN,3.0
2011,Denver Nuggets,201101160SAS,3.0
2011,Denver Nuggets,201101190DEN,3.0
2011,Denver Nuggets,201101210DEN,2.0
2011,Denver Nuggets,201101230DEN,3.0
2011,Denver Nuggets,201101250WAS,3.0
2011,Denver Nuggets,201101260DET,3.0
2011,Denver Nuggets,201101280CLE,3.0
2011,Denver Nuggets,201101300PHI,3.0
2011,Denver Nuggets,201101310NJN,3.0
2011,Denver Nuggets,201102020DEN,3.0
2011,Denver Nuggets,201102040DEN,3.0
2011,Denver Nuggets,201102050MIN,3.0
2011,Denver Nuggets,201102070DEN,3.0
2011,Denver Nuggets,201102090GSW,3.0
2011,Denver Nuggets,201102100DEN,3.0
2011,Denver Nuggets,201102130MEM,3.0
2011,Denver Nuggets,201102140HOU,3.0
2011,Denver Nuggets,201102160MIL,3.0
2011,Denver Nuggets,201102220DEN,1.0
2011,Denver Nuggets,201102240DEN,2.0
2011,Denver Nuggets,201102250POR,3.0
2011,Denver Nuggets,201102280DEN,3.0
2011,Denver Nuggets,201103020DEN,2.0
2011,Denver Nuggets,201103030UTA,3.0
2011,Denver Nuggets,201103050LAC,3.0
2011,Denver Nuggets,201103100PHO,1.0
2011,Denver Nuggets,201103120DEN,2.0
2011,Denver Nuggets,201103140NOH,3.0
2011,Denver Nuggets,201103160ATL,3.0
2011,Denver Nuggets,201103180ORL,3.0
2011,Denver Nuggets,201103190MIA,3.0
2011,Denver Nuggets,201103210DEN,3.0
2011,Denver Nuggets,201103230DEN,3.0
2011,Denver Nuggets,201103250DEN,3.0
2011,Denver Nuggets,201103300DEN,1.0
2011,Denver Nuggets,201104010SAC,2.0
2011,Denver Nuggets,201104030LAL,3.0
2011,Denver Nuggets,201104050DEN,3.0
2011,Denver Nuggets,201104060DAL,3.0
2011,Denver Nuggets,201104080OKC,3.0
2011,Denver Nuggets,201104090DEN,4.0
2011,Denver Nuggets,201104110DEN,3.0
2011,Denver Nuggets,201104130UTA,3.0
2011,Denver Nuggets,201104170OKC,2.0
2011,Denver Nuggets,201104200OKC,2.0
2011,Denver Nuggets,201104230DEN,2.0
2011,Denver Nuggets,201104250DEN,2.0
2011,Denver Nuggets,201104270OKC,3.0
2011,New York Knicks,201010270TOR,1.0
2011,New York Knicks,201010290BOS,2.0
2011,New York Knicks,201010300NYK,3.0
2011,New York Knicks,201011040CHI,1.0
2011,New York Knicks,201011050NYK,2.0
2011,New York Knicks,201011070NYK,3.0
2011,New York Knicks,201011090MIL,3.0
2011,New York Knicks,201011100NYK,3.0
2011,New York Knicks,201011120MIN,3.0
2011,New York Knicks,201011140NYK,3.0
2011,New York Knicks,201011160DEN,3.0
2011,New York Knicks,201011170SAC,3.0
2011,New York Knicks,201011190GSW,3.0
2011,New York Knicks,201011200LAC,4.0
2011,New York Knicks,201011230NYK,3.0
2011,New York Knicks,201011240CHA,3.0
2011,New York Knicks,201011270NYK,3.0
2011,New York Knicks,201011280DET,3.0
2011,New York Knicks,201011300NYK,3.0
2011,New York Knicks,201012030NOH,2.0
2011,New York Knicks,201012050TOR,2.0
2011,New York Knicks,201012060NYK,3.0
2011,New York Knicks,201012080NYK,3.0
2011,New York Knicks,201012100WAS,3.0
2011,New York Knicks,201012120NYK,3.0
2011,New York Knicks,201012150NYK,2.0
2011,New York Knicks,201012170NYK,2.0
2011,New York Knicks,201012180CLE,3.0
2011,New York Knicks,201012220NYK,2.0
2011,New York Knicks,201012250NYK,2.0
2011,New York Knicks,201012280MIA,2.0
2011,New York Knicks,201012300ORL,2.0
2011,New York Knicks,201101020NYK,2.0
2011,New York Knicks,201101040NYK,2.0
2011,New York Knicks,201101070PHO,2.0
2011,New York Knicks,201101090LAL,2.0
2011,New York Knicks,201101110POR,3.0
2011,New York Knicks,201101120UTA,3.0
2011,New York Knicks,201101140NYK,3.0
2011,New York Knicks,201101170NYK,2.0
2011,New York Knicks,201101190HOU,2.0
2011,New York Knicks,201101210SAS,3.0
2011,New York Knicks,201101220OKC,3.0
2011,New York Knicks,201101240NYK,3.0
2011,New York Knicks,201101270NYK,2.0
2011,New York Knicks,201101280ATL,3.0
2011,New York Knicks,201101300NYK,3.0
2011,New York Knicks,201102020NYK,2.0
2011,New York Knicks,201102040PHI,2.0
2011,New York Knicks,201102060NYK,3.0
2011,New York Knicks,201102090NYK,2.0
2011,New York Knicks,201102110NYK,2.0
2011,New York Knicks,201102120NJN,3.0
2011,New York Knicks,201102160NYK,2.0
2011,New York Knicks,201102230NYK,1.0
2011,New York Knicks,201102250CLE,2.0
2011,New York Knicks,201102270MIA,3.0
2011,New York Knicks,201103010ORL,3.0
2011,New York Knicks,201103020NYK,3.0
2011,New York Knicks,201103040NYK,3.0
2011,New York Knicks,201103060ATL,3.0
2011,New York Knicks,201103070NYK,3.0
2011,New York Knicks,201103090MEM,3.0
2011,New York Knicks,201103100DAL,4.0
2011,New York Knicks,201103130NYK,3.0
2011,New York Knicks,201103150IND,2.0
2011,New York Knicks,201103170NYK,3.0
2011,New York Knicks,201103180DET,3.0
2011,New York Knicks,201103200MIL,3.0
2011,New York Knicks,201103210NYK,4.0
2011,New York Knicks,201103230NYK,3.0
2011,New York Knicks,201103250NYK,3.0
2011,New York Knicks,201103260CHA,3.0
2011,New York Knicks,201103280NYK,3.0
2011,New York Knicks,201103300NYK,3.0
2011,New York Knicks,201104030NYK,2.0
2011,New York Knicks,201104050NYK,2.0
2011,New York Knicks,201104060PHI,3.0
2011,New York Knicks,201104080NJN,3.0
2011,New York Knicks,201104100IND,3.0
2011,New York Knicks,201104120NYK,3.0
2011,New York Knicks,201104130BOS,3.0
2011,New York Knicks,201104170BOS,2.0
2011,New York Knicks,201104190BOS,2.0
2011,New York Knicks,201104220NYK,2.0
2011,New York Knicks,201104240NYK,2.0
2011,Houston Rockets,201010260LAL,1.0
2011,Houston Rockets,201010270GSW,2.0
2011,Houston Rockets,201010300HOU,3.0
2011,Houston Rockets,201011030HOU,2.0
2011,Houston Rockets,201011060SAS,2.0
2011,Houston Rockets,201011070HOU,3.0
2011,Houston Rockets,201011100WAS,3.0
2011,Houston Rockets,201011120IND,2.0
2011,Houston Rockets,201011140NYK,3.0
2011,Houston Rockets,201011160HOU,3.0
2011,Houston Rockets,201011170OKC,3.0
2011,Houston Rockets,201011190TOR,3.0
2011,Houston Rockets,201011220HOU,2.0
2011,Houston Rockets,201011240HOU,2.0
2011,Houston Rockets,201011260CHA,3.0
2011,Houston Rockets,201011280HOU,3.0
2011,Houston Rockets,201011290DAL,3.0
2011,Houston Rockets,201012010HOU,3.0
2011,Houston Rockets,201012030MEM,3.0
2011,Houston Rockets,201012040CHI,3.0
2011,Houston Rockets,201012070HOU,3.0
2011,Houston Rockets,201012100MIL,2.0
2011,Houston Rockets,201012110HOU,3.0
2011,Houston Rockets,201012140HOU,3.0
2011,Houston Rockets,201012150OKC,3.0
2011,Houston Rockets,201012170HOU,3.0
2011,Houston Rockets,201012190SAC,3.0
2011,Houston Rockets,201012200GSW,3.0
2011,Houston Rockets,201012220LAC,3.0
2011,Houston Rockets,201012270HOU,1.0
2011,Houston Rockets,201012290HOU,2.0
2011,Houston Rockets,201012310HOU,3.0
2011,Houston Rockets,201101020POR,3.0
2011,Houston Rockets,201101030DEN,3.0
2011,Houston Rockets,201101050HOU,3.0
2011,Houston Rockets,201101070ORL,3.0
2011,Houston Rockets,201101080HOU,3.0
2011,Houston Rockets,201101100BOS,3.0
2011,Houston Rockets,201101120HOU,3.0
2011,Houston Rockets,201101140HOU,3.0
2011,Houston Rockets,201101150ATL,3.0
2011,Houston Rockets,201101170HOU,3.0
2011,Houston Rockets,201101190HOU,3.0
2011,Houston Rockets,201101210MEM,3.0
2011,Houston Rockets,201101220HOU,3.0
2011,Houston Rockets,201101240MIN,3.0
2011,Houston Rockets,201101260HOU,3.0
2011,Houston Rockets,201101270DAL,3.0
2011,Houston Rockets,201101290SAS,3.0
2011,Houston Rockets,201102010LAL,2.0
2011,Houston Rockets,201102020UTA,3.0
2011,Houston Rockets,201102050HOU,3.0
2011,Houston Rockets,201102070DEN,2.0
2011,Houston Rockets,201102080HOU,3.0
2011,Houston Rockets,201102120HOU,2.0
2011,Houston Rockets,201102140HOU,2.0
2011,Houston Rockets,201102160HOU,3.0
2011,Houston Rockets,201102220DET,1.0
2011,Houston Rockets,201102230CLE,2.0
2011,Houston Rockets,201102260HOU,3.0
2011,Houston Rockets,201102270NOH,3.0
2011,Houston Rockets,201103010POR,3.0
2011,Houston Rockets,201103020LAC,4.0
2011,Houston Rockets,201103050HOU,3.0
2011,Houston Rockets,201103070SAC,2.0
2011,Houston Rockets,201103080PHO,3.0
2011,Houston Rockets,201103120HOU,2.0
2011,Houston Rockets,201103140HOU,2.0
2011,Houston Rockets,201103160HOU,3.0
2011,Houston Rockets,201103180HOU,3.0
2011,Houston Rockets,201103200HOU,3.0
2011,Houston Rockets,201103230HOU,2.0
2011,Houston Rockets,201103270MIA,2.0
2011,Houston Rockets,201103290NJN,2.0
2011,Houston Rockets,201103300PHI,3.0
2011,Houston Rockets,201104010HOU,3.0
2011,Houston Rockets,201104030HOU,3.0
2011,Houston Rockets,201104050HOU,3.0
2011,Houston Rockets,201104060NOH,3.0
2011,Houston Rockets,201104090HOU,3.0
2011,Houston Rockets,201104110HOU,2.0
2011,Houston Rockets,201104130MIN,3.0
2011,Phoenix Suns,201010260POR,1.0
2011,Phoenix Suns,201010280UTA,2.0
2011,Phoenix Suns,201010290PHO,3.0
2011,Phoenix Suns,201011030PHO,1.0
2011,Phoenix Suns,201011050PHO,2.0
2011,Phoenix Suns,201011070ATL,3.0
2011,Phoenix Suns,201011080MEM,3.0
2011,Phoenix Suns,201011120PHO,2.0
2011,Phoenix Suns,201011140LAL,2.0
2011,Phoenix Suns,201011150PHO,3.0
2011,Phoenix Suns,201011170MIA,3.0
2011,Phoenix Suns,201011180ORL,4.0
2011,Phoenix Suns,201011200CHA,3.0
2011,Phoenix Suns,201011220HOU,3.0
2011,Phoenix Suns,201011240PHO,3.0
2011,Phoenix Suns,201011260PHO,3.0
2011,Phoenix Suns,201011280DEN,3.0
2011,Phoenix Suns,201012020GSW,2.0
2011,Phoenix Suns,201012030PHO,2.0
2011,Phoenix Suns,201012050PHO,3.0
2011,Phoenix Suns,201012070POR,3.0
2011,Phoenix Suns,201012080PHO,3.0
2011,Phoenix Suns,201012100PHO,3.0
2011,Phoenix Suns,201012150PHO,1.0
2011,Phoenix Suns,201012170DAL,2.0
2011,Phoenix Suns,201012190OKC,3.0
2011,Phoenix Suns,201012200SAS,3.0
2011,Phoenix Suns,201012230PHO,3.0
2011,Phoenix Suns,201012260LAC,2.0
2011,Phoenix Suns,201012290PHO,2.0
2011,Phoenix Suns,201012310PHO,2.0
2011,Phoenix Suns,201101020SAC,3.0
2011,Phoenix Suns,201101050PHO,2.0
2011,Phoenix Suns,201101070PHO,2.0
2011,Phoenix Suns,201101090PHO,3.0
2011,Phoenix Suns,201101110DEN,3.0
2011,Phoenix Suns,201101120PHO,3.0
2011,Phoenix Suns,201101140PHO,3.0
2011,Phoenix Suns,201101170NYK,2.0
2011,Phoenix Suns,201101190CLE,2.0
2011,Phoenix Suns,201101210WAS,3.0
2011,Phoenix Suns,201101220DET,3.0
2011,Phoenix Suns,201101240PHI,3.0
2011,Phoenix Suns,201101260PHO,3.0
2011,Phoenix Suns,201101280PHO,3.0
2011,Phoenix Suns,201101300PHO,3.0
2011,Phoenix Suns,201102020PHO,2.0
2011,Phoenix Suns,201102040PHO,2.0
2011,Phoenix Suns,201102070GSW,2.0
2011,Phoenix Suns,201102100PHO,2.0
2011,Phoenix Suns,201102110UTA,3.0
2011,Phoenix Suns,201102130PHO,3.0
2011,Phoenix Suns,201102150PHO,3.0
2011,Phoenix Suns,201102170PHO,3.0
2011,Phoenix Suns,201102230PHO,1.0
2011,Phoenix Suns,201102250TOR,2.0
2011,Phoenix Suns,201102270IND,3.0
2011,Phoenix Suns,201102280NJN,3.0
2011,Phoenix Suns,201103020BOS,3.0
2011,Phoenix Suns,201103040MIL,3.0
2011,Phoenix Suns,201103060OKC,3.0
2011,Phoenix Suns,201103080PHO,3.0
2011,Phoenix Suns,201103100PHO,3.0
2011,Phoenix Suns,201103130PHO,2.0
2011,Phoenix Suns,201103140HOU,3.0
2011,Phoenix Suns,201103160NOH,3.0
2011,Phoenix Suns,201103180PHO,3.0
2011,Phoenix Suns,201103200LAC,3.0
2011,Phoenix Suns,201103220LAL,3.0
2011,Phoenix Suns,201103230PHO,3.0
2011,Phoenix Suns,201103250PHO,3.0
2011,Phoenix Suns,201103270PHO,3.0
2011,Phoenix Suns,201103290SAC,3.0
2011,Phoenix Suns,201103300PHO,3.0
2011,Phoenix Suns,201104010PHO,3.0
2011,Phoenix Suns,201104030SAS,3.0
2011,Phoenix Suns,201104050CHI,3.0
2011,Phoenix Suns,201104060MIN,3.0
2011,Phoenix Suns,201104080NOH,3.0
2011,Phoenix Suns,201104100DAL,3.0
2011,Phoenix Suns,201104110PHO,3.0
2011,Phoenix Suns,201104130PHO,3.0
2011,Oklahoma City Thunder,201010270OKC,1.0
2011,Oklahoma City Thunder,201010290DET,2.0
2011,Oklahoma City Thunder,201010310OKC,3.0
2011,Oklahoma City Thunder,201011030LAC,2.0
2011,Oklahoma City Thunder,201011040POR,3.0
2011,Oklahoma City Thunder,201011070OKC,3.0
2011,Oklahoma City Thunder,201011100OKC,2.0
2011,Oklahoma City Thunder,201011120OKC,2.0
2011,Oklahoma City Thunder,201011140OKC,3.0
2011,Oklahoma City Thunder,201011150UTA,3.0
2011,Oklahoma City Thunder,201011170OKC,3.0
2011,Oklahoma City Thunder,201011190BOS,3.0
2011,Oklahoma City Thunder,201011200MIL,3.0
2011,Oklahoma City Thunder,201011220OKC,3.0
2011,Oklahoma City Thunder,201011240OKC,3.0
2011,Oklahoma City Thunder,201011260IND,3.0
2011,Oklahoma City Thunder,201011280HOU,3.0
2011,Oklahoma City Thunder,201011290OKC,3.0
2011,Oklahoma City Thunder,201012010NJN,3.0
2011,Oklahoma City Thunder,201012030TOR,3.0
2011,Oklahoma City Thunder,201012050OKC,3.0
2011,Oklahoma City Thunder,201012060CHI,3.0
2011,Oklahoma City Thunder,201012080MIN,3.0
2011,Oklahoma City Thunder,201012100NOH,3.0
2011,Oklahoma City Thunder,201012120OKC,3.0
2011,Oklahoma City Thunder,201012150OKC,2.0
2011,Oklahoma City Thunder,201012170OKC,2.0
2011,Oklahoma City Thunder,201012190OKC,3.0
2011,Oklahoma City Thunder,201012210CHA,3.0
2011,Oklahoma City Thunder,201012220NYK,3.0
2011,Oklahoma City Thunder,201012250OKC,3.0
2011,Oklahoma City Thunder,201012270OKC,2.0
2011,Oklahoma City Thunder,201012290OKC,3.0
2011,Oklahoma City Thunder,201012310OKC,3.0
2011,Oklahoma City Thunder,201101010SAS,3.0
2011,Oklahoma City Thunder,201101040MEM,3.0
2011,Oklahoma City Thunder,201101060DAL,2.0
2011,Oklahoma City Thunder,201101080OKC,3.0
2011,Oklahoma City Thunder,201101120HOU,2.0
2011,Oklahoma City Thunder,201101130OKC,2.0
2011,Oklahoma City Thunder,201101170LAL,2.0
2011,Oklahoma City Thunder,201101190DEN,2.0
2011,Oklahoma City Thunder,201101220OKC,2.0
2011,Oklahoma City Thunder,201101240NOH,2.0
2011,Oklahoma City Thunder,201101260MIN,3.0
2011,Oklahoma City Thunder,201101280OKC,3.0
2011,Oklahoma City Thunder,201101300OKC,3.0
2011,Oklahoma City Thunder,201102020OKC,2.0
2011,Oklahoma City Thunder,201102040PHO,2.0
2011,Oklahoma City Thunder,201102050UTA,3.0
2011,Oklahoma City Thunder,201102080OKC,3.0
2011,Oklahoma City Thunder,201102120SAC,2.0
2011,Oklahoma City Thunder,201102130GSW,2.0
2011,Oklahoma City Thunder,201102150OKC,3.0
2011,Oklahoma City Thunder,201102220OKC,1.0
2011,Oklahoma City Thunder,201102230SAS,2.0
2011,Oklahoma City Thunder,201102250ORL,3.0
2011,Oklahoma City Thunder,201102270OKC,3.0
2011,Oklahoma City Thunder,201103020OKC,2.0
2011,Oklahoma City Thunder,201103040ATL,2.0
2011,Oklahoma City Thunder,201103060OKC,3.0
2011,Oklahoma City Thunder,201103070MEM,3.0
2011,Oklahoma City Thunder,201103090PHI,3.0
2011,Oklahoma City Thunder,201103110OKC,3.0
2011,Oklahoma City Thunder,201103130CLE,3.0
2011,Oklahoma City Thunder,201103140WAS,3.0
2011,Oklahoma City Thunder,201103160MIA,3.0
2011,Oklahoma City Thunder,201103180OKC,3.0
2011,Oklahoma City Thunder,201103200OKC,3.0
2011,Oklahoma City Thunder,201103230OKC,2.0
2011,Oklahoma City Thunder,201103250OKC,2.0
2011,Oklahoma City Thunder,201103270OKC,3.0
2011,Oklahoma City Thunder,201103290OKC,3.0
2011,Oklahoma City Thunder,201103300PHO,3.0
2011,Oklahoma City Thunder,201104010POR,3.0
2011,Oklahoma City Thunder,201104020LAC,4.0
2011,Oklahoma City Thunder,201104050DEN,3.0
2011,Oklahoma City Thunder,201104060OKC,3.0
2011,Oklahoma City Thunder,201104080OKC,3.0
2011,Oklahoma City Thunder,201104100LAL,3.0
2011,Oklahoma City Thunder,201104110SAC,3.0
2011,Oklahoma City Thunder,201104130OKC,3.0
2011,Oklahoma City Thunder,201104170OKC,2.0
2011,Oklahoma City Thunder,201104200OKC,2.0
2011,Oklahoma City Thunder,201104230DEN,2.0
2011,Oklahoma City Thunder,201104250DEN,2.0
2011,Oklahoma City Thunder,201104270OKC,3.0
2011,Oklahoma City Thunder,201105010OKC,2.0
2011,Oklahoma City Thunder,201105030OKC,2.0
2011,Oklahoma City Thunder,201105070MEM,2.0
2011,Oklahoma City Thunder,201105090MEM,2.0
2011,Oklahoma City Thunder,201105110OKC,3.0
2011,Oklahoma City Thunder,201105130MEM,3.0
2011,Oklahoma City Thunder,201105150OKC,3.0
2011,Oklahoma City Thunder,201105170DAL,3.0
2011,Oklahoma City Thunder,201105190DAL,3.0
2011,Oklahoma City Thunder,201105210OKC,3.0
2011,Oklahoma City Thunder,201105230OKC,3.0
2011,Oklahoma City Thunder,201105250DAL,3.0
2011,San Antonio Spurs,201010270SAS,1.0
2011,San Antonio Spurs,201010300SAS,2.0
2011,San Antonio Spurs,201011010LAC,2.0
2011,San Antonio Spurs,201011030PHO,3.0
2011,San Antonio Spurs,201011060SAS,2.0
2011,San Antonio Spurs,201011080CHA,2.0
2011,San Antonio Spurs,201011100SAS,3.0
2011,San Antonio Spurs,201011130SAS,2.0
2011,San Antonio Spurs,201011140OKC,3.0
2011,San Antonio Spurs,201011170SAS,3.0
2011,San Antonio Spurs,201011190UTA,2.0
2011,San Antonio Spurs,201011200SAS,3.0
2011,San Antonio Spurs,201011220SAS,3.0
2011,San Antonio Spurs,201011240MIN,3.0
2011,San Antonio Spurs,201011260SAS,3.0
2011,San Antonio Spurs,201011280NOH,3.0
2011,San Antonio Spurs,201011300GSW,3.0
2011,San Antonio Spurs,201012010LAC,3.0
2011,San Antonio Spurs,201012030SAS,3.0
2011,San Antonio Spurs,201012050SAS,3.0
2011,San Antonio Spurs,201012080SAS,2.0
2011,San Antonio Spurs,201012100SAS,2.0
2011,San Antonio Spurs,201012120SAS,3.0
2011,San Antonio Spurs,201012150SAS,2.0
2011,San Antonio Spurs,201012160DEN,3.0
2011,San Antonio Spurs,201012180SAS,3.0
2011,San Antonio Spurs,201012200SAS,3.0
2011,San Antonio Spurs,201012220SAS,3.0
2011,San Antonio Spurs,201012230ORL,3.0
2011,San Antonio Spurs,201012260SAS,3.0
2011,San Antonio Spurs,201012280SAS,2.0
2011,San Antonio Spurs,201012300DAL,3.0
2011,San Antonio Spurs,201101010SAS,3.0
2011,San Antonio Spurs,201101040NYK,2.0
2011,San Antonio Spurs,201101050BOS,3.0
2011,San Antonio Spurs,201101070IND,3.0
2011,San Antonio Spurs,201101090SAS,3.0
2011,San Antonio Spurs,201101110MIN,3.0
2011,San Antonio Spurs,201101120MIL,3.0
2011,San Antonio Spurs,201101140SAS,3.0
2011,San Antonio Spurs,201101160SAS,3.0
2011,San Antonio Spurs,201101190SAS,2.0
2011,San Antonio Spurs,201101210SAS,2.0
2011,San Antonio Spurs,201101220NOH,3.0
2011,San Antonio Spurs,201101240GSW,3.0
2011,San Antonio Spurs,201101260UTA,3.0
2011,San Antonio Spurs,201101290SAS,2.0
2011,San Antonio Spurs,201102010POR,2.0
2011,San Antonio Spurs,201102030LAL,2.0
2011,San Antonio Spurs,201102040SAC,3.0
2011,San Antonio Spurs,201102080DET,2.0
2011,San Antonio Spurs,201102090TOR,2.0
2011,San Antonio Spurs,201102110PHI,3.0
2011,San Antonio Spurs,201102120WAS,4.0
2011,San Antonio Spurs,201102140NJN,3.0
2011,San Antonio Spurs,201102170CHI,2.0
2011,San Antonio Spurs,201102230SAS,1.0
2011,San Antonio Spurs,201102250SAS,2.0
2011,San Antonio Spurs,201102270SAS,3.0
2011,San Antonio Spurs,201103010MEM,3.0
2011,San Antonio Spurs,201103020CLE,3.0
2011,San Antonio Spurs,201103040SAS,3.0
2011,San Antonio Spurs,201103060SAS,3.0
2011,San Antonio Spurs,201103090SAS,2.0
2011,San Antonio Spurs,201103110SAS,2.0
2011,San Antonio Spurs,201103120HOU,3.0
2011,San Antonio Spurs,201103140MIA,3.0
2011,San Antonio Spurs,201103180DAL,2.0
2011,San Antonio Spurs,201103190SAS,2.0
2011,San Antonio Spurs,201103210SAS,3.0
2011,San Antonio Spurs,201103230DEN,3.0
2011,San Antonio Spurs,201103250POR,3.0
2011,San Antonio Spurs,201103270MEM,3.0
2011,San Antonio Spurs,201103280SAS,3.0
2011,San Antonio Spurs,201103310SAS,3.0
2011,San Antonio Spurs,201104010HOU,3.0
2011,San Antonio Spurs,201104030SAS,3.0
2011,San Antonio Spurs,201104050ATL,3.0
2011,San Antonio Spurs,201104060SAS,3.0
2011,San Antonio Spurs,201104090SAS,3.0
2011,San Antonio Spurs,201104120LAL,2.0
2011,San Antonio Spurs,201104130PHO,3.0
2011,San Antonio Spurs,201104170SAS,2.0
2011,San Antonio Spurs,201104200SAS,2.0
2011,San Antonio Spurs,201104230MEM,2.0
2011,San Antonio Spurs,201104250MEM,2.0
2011,San Antonio Spurs,201104270SAS,3.0
2011,San Antonio Spurs,201104290MEM,3.0
2011,Golden State Warriors,201010270GSW,1.0
2011,Golden State Warriors,201010290GSW,2.0
2011,Golden State Warriors,201010310LAL,3.0
2011,Golden State Warriors,201011030GSW,2.0
2011,Golden State Warriors,201011050GSW,2.0
2011,Golden State Warriors,201011070DET,3.0
2011,Golden State Warriors,201011080TOR,3.0
2011,Golden State Warriors,201011100NYK,3.0
2011,Golden State Warriors,201011110CHI,4.0
2011,Golden State Warriors,201011130MIL,3.0
2011,Golden State Warriors,201011150GSW,3.0
2011,Golden State Warriors,201011190GSW,2.0
2011,Golden State Warriors,201011210LAL,2.0
2011,Golden State Warriors,201011220GSW,3.0
2011,Golden State Warriors,201011240HOU,3.0
2011,Golden State Warriors,201011260MEM,3.0
2011,Golden State Warriors,201011270MIN,3.0
2011,Golden State Warriors,201011300GSW,3.0
2011,Golden State Warriors,201012020GSW,2.0
2011,Golden State Warriors,201012050OKC,2.0
2011,Golden State Warriors,201012070DAL,2.0
2011,Golden State Warriors,201012080SAS,3.0
2011,Golden State Warriors,201012100GSW,3.0
2011,Golden State Warriors,201012130UTA,2.0
2011,Golden State Warriors,201012140GSW,3.0
2011,Golden State Warriors,201012180POR,2.0
2011,Golden State Warriors,201012200GSW,2.0
2011,Golden State Warriors,201012210SAC,3.0
2011,Golden State Warriors,201012250GSW,2.0
2011,Golden State Warriors,201012270GSW,2.0
2011,Golden State Warriors,201012290ATL,3.0
2011,Golden State Warriors,201012310CHA,3.0
2011,Golden State Warriors,201101010MIA,3.0
2011,Golden State Warriors,201101030ORL,3.0
2011,Golden State Warriors,201101050NOH,3.0
2011,Golden State Warriors,201101070GSW,3.0
2011,Golden State Warriors,201101090LAC,3.0
2011,Golden State Warriors,201101120GSW,2.0
2011,Golden State Warriors,201101140GSW,2.0
2011,Golden State Warriors,201101170GSW,2.0
2011,Golden State Warriors,201101190GSW,2.0
2011,Golden State Warriors,201101210GSW,3.0
2011,Golden State Warriors,201101220LAC,3.0
2011,Golden State Warriors,201101240GSW,3.0
2011,Golden State Warriors,201101260GSW,3.0
2011,Golden State Warriors,201101280GSW,3.0
2011,Golden State Warriors,201101300GSW,3.0
2011,Golden State Warriors,201102030GSW,2.0
2011,Golden State Warriors,201102050GSW,2.0
2011,Golden State Warriors,201102070GSW,3.0
2011,Golden State Warriors,201102090GSW,3.0
2011,Golden State Warriors,201102100PHO,3.0
2011,Golden State Warriors,201102130GSW,3.0
2011,Golden State Warriors,201102150GSW,2.0
2011,Golden State Warriors,201102160UTA,3.0
2011,Golden State Warriors,201102220GSW,1.0
2011,Golden State Warriors,201102250GSW,2.0
2011,Golden State Warriors,201102270MIN,2.0
2011,Golden State Warriors,201103010IND,3.0
2011,Golden State Warriors,201103020WAS,3.0
2011,Golden State Warriors,201103040BOS,3.0
2011,Golden State Warriors,201103060PHI,3.0
2011,Golden State Warriors,201103080CLE,3.0
2011,Golden State Warriors,201103090NJN,3.0
2011,Golden State Warriors,201103110GSW,3.0
2011,Golden State Warriors,201103130GSW,3.0
2011,Golden State Warriors,201103140SAC,3.0
2011,Golden State Warriors,201103160GSW,3.0
2011,Golden State Warriors,201103180PHO,3.0
2011,Golden State Warriors,201103200DAL,3.0
2011,Golden State Warriors,201103210SAS,3.0
2011,Golden State Warriors,201103230HOU,3.0
2011,Golden State Warriors,201103250GSW,3.0
2011,Golden State Warriors,201103270GSW,3.0
2011,Golden State Warriors,201103290OKC,3.0
2011,Golden State Warriors,201103300MEM,3.0
2011,Golden State Warriors,201104020GSW,3.0
2011,Golden State Warriors,201104050POR,2.0
2011,Golden State Warriors,201104060GSW,3.0
